rates_code,rates_authority_id,rates_authority,region,location_code,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published
00000004821632,E09000031,Waltham Forest,Outer London - East and North East,48148057,7,HIGH STREET,LONDON,E17 7BU,Shops,249,Retail High Street,Retail,65.59,21500.0,2010-04-01 00:00:00+00:00,2010,2011-03,8750.5,,,True,2010-04-01,,True
00000004821647,E09000031,Waltham Forest,Outer London - East and North East,48149057,8,HIGH STREET,LONDON,E17 7BU,Shops,249,Retail High Street,Retail,65.72,21750.0,2010-04-01 00:00:00+00:00,2010,2011-03,8852.25,CEDARTREE VENTURES LTD,12643.25,True,2004-08-27,2408.0,True
00000004821651,E09000031,Waltham Forest,Outer London - East and North East,48150057,9,HIGH STREET,LONDON,E17 7BU,Shops,249,Retail High Street,Retail,79.5,22750.0,2010-04-01 00:00:00+00:00,2010,2011-03,9259.25,,,True,2010-04-01,,True
00000004822048,E09000031,Waltham Forest,Outer London - East and North East,47889057,201,HIGH STREET,LONDON,E17 7BH,Restaurants,234,Retail Restaurants & Cafes,Retail,80.8,18500.0,2010-04-01 00:00:00+00:00,2010,2011-03,7529.500000000001,,,True,2010-04-01,,True
00000004822137,E09000031,Waltham Forest,Outer London - East and North East,47921057,221,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,65.6,21750.0,2010-04-01 00:00:00+00:00,2010,2011-03,8852.25,,,True,2010-04-01,,True
0000000482216B,E09000031,Waltham Forest,Outer London - East and North East,255917057,223-225,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,130.23,41000.0,2010-04-01 00:00:00+00:00,2010,2011-03,16687.0,,,True,2010-04-01,,True
00000004822226,E09000031,Waltham Forest,Outer London - East and North East,47939057,231,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,64.24,21750.0,2010-04-01 00:00:00+00:00,2010,2011-03,8852.25,,,True,2010-04-01,,True
00000004822245,E09000031,Waltham Forest,Outer London - East and North East,47943057,233,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,74.0,22000.0,2010-04-01 00:00:00+00:00,2010,2011-03,8954.0,PREMIER UK FOODS LTD,7528.67,True,2006-04-01,1826.0,True
00000004822298,E09000031,Waltham Forest,Outer London - East and North East,47953057,239,HIGH STREET,LONDON,E17 7BH,Restaurants,234,Retail Restaurants & Cafes,Retail,88.8,20500.0,2010-04-01 00:00:00+00:00,2010,2011-03,8343.5,,,True,2010-04-01,,True
00000004822315,E09000031,Waltham Forest,Outer London - East and North East,4335271000,AFRO TRADES LTD 241,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,209.6,54000.0,2010-04-01 00:00:00+00:00,2010,2011-03,22356.0,AFRO TRADERS (UK) LTD,28476.0,True,2001-09-21,3479.0,True
00000004822391,E09000031,Waltham Forest,Outer London - East and North East,48088057,2,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,285.22,35750.0,2010-04-01 00:00:00+00:00,2010,2011-03,14550.250000000002,,,True,2010-04-01,,True
00000004822438,E09000031,Waltham Forest,Outer London - East and North East,186757057,8,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,105.81,12500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5087.5,,,True,2010-04-01,,True
00000004822442,E09000031,Waltham Forest,Outer London - East and North East,48078057,10,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,71.3,9600.0,2010-04-01 00:00:00+00:00,2010,2011-03,3907.2000000000003,,,True,2010-04-01,,True
00000004822457,E09000031,Waltham Forest,Outer London - East and North East,48080057,12,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,76.2,11250.0,2010-04-01 00:00:00+00:00,2010,2011-03,4578.75,,,True,2010-04-01,,True
00000004822461,E09000031,Waltham Forest,Outer London - East and North East,48082057,14,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,75.75,9300.0,2010-04-01 00:00:00+00:00,2010,2011-03,3785.1000000000004,SER CARPETS & RUGS LTD,667.41,True,2010-02-19,406.0,True
00000004822476,E09000031,Waltham Forest,Outer London - East and North East,48084057,16,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,84.57,11000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4477.0,,,True,2010-04-01,,True
00000004822495,E09000031,Waltham Forest,Outer London - East and North East,48086057,18,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,84.1,12000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4884.0,,,True,2010-04-01,,True
00000004822508,E09000031,Waltham Forest,Outer London - East and North East,186450057,20,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,53.95,8700.0,2010-04-01 00:00:00+00:00,2010,2011-03,3540.9,,,True,2010-04-01,,True
00000004822546,E09000031,Waltham Forest,Outer London - East and North East,48096057,26,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,71.8,11250.0,2010-04-01 00:00:00+00:00,2010,2011-03,4578.75,,,True,2010-04-01,,True
0000000482255B,E09000031,Waltham Forest,Outer London - East and North East,48098057,28,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,68.8,8700.0,2010-04-01 00:00:00+00:00,2010,2011-03,3540.9,,,True,2010-04-01,,True
00000004822565,E09000031,Waltham Forest,Outer London - East and North East,48099057,30,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,130.62,9400.0,2010-04-01 00:00:00+00:00,2010,2011-03,3825.8,,,True,2010-04-01,,True
00000004822584,E09000031,Waltham Forest,Outer London - East and North East,48100057,32,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,135.71,12500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5087.5,BALTIKA STORES LIMITED,5382.29,True,2007-04-01,1461.0,True
00000004822673,E09000031,Waltham Forest,Outer London - East and North East,186461057,50A,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,1027.3,64500.0,2010-04-01 00:00:00+00:00,2010,2011-03,26703.0,,,True,2010-04-01,,True
00000004822692,E09000031,Waltham Forest,Outer London - East and North East,186462057,52,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,133.54,15000.0,2009-11-10 00:00:00+00:00,2010,2011-03,6105.0,,,True,2009-11-10,,True
00000004822705,E09000031,Waltham Forest,Outer London - East and North East,186463057,52A,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,117.4,14750.0,2010-04-01 00:00:00+00:00,2010,2011-03,6003.25,,,True,2010-04-01,,True
00000004822739,E09000031,Waltham Forest,Outer London - East and North East,48112057,54,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,81.04,12250.0,2010-04-01 00:00:00+00:00,2010,2011-03,4985.75,,,True,2010-04-01,,True
00000004822743,E09000031,Waltham Forest,Outer London - East and North East,235902057,58-60,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,496.9,50000.0,2010-04-01 00:00:00+00:00,2010,2011-03,20350.0,,,True,2010-04-01,,True
00000004822758,E09000031,Waltham Forest,Outer London - East and North East,48114057,62,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,74.57,14500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5901.5,,,True,2010-04-01,,True
00000004822762,E09000031,Waltham Forest,Outer London - East and North East,186470057,64,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,95.7,12500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5087.5,,,True,2010-04-01,,True
00000004822777,E09000031,Waltham Forest,Outer London - East and North East,48115057,64A,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,26.1,5500.0,2010-04-01 00:00:00+00:00,2010,2011-03,2238.5,,,True,2010-04-01,,True
00000004822781,E09000031,Waltham Forest,Outer London - East and North East,48117057,66,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,156.3,18000.0,2010-04-01 00:00:00+00:00,2010,2011-03,7326.000000000001,POWER LEISURE BOOKMAKERS LIMITED,11625.76,True,2005-07-04,2097.0,True
00000004822796,E09000031,Waltham Forest,Outer London - East and North East,48118057,68,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,108.12,14500.0,2009-11-05 00:00:00+00:00,2010,2011-03,5901.5,,,True,2009-11-05,,True
00000004822828,E09000031,Waltham Forest,Outer London - East and North East,47965057,257,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,270.8,29000.0,2010-04-01 00:00:00+00:00,2010,2011-03,11803.0,,,True,2010-04-01,,True
00000004822832,E09000031,Waltham Forest,Outer London - East and North East,188604057,253-255,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,316.5,55000.0,2010-04-01 00:00:00+00:00,2010,2011-03,22770.0,,,True,2010-04-01,,True
00000004823017,E09000031,Waltham Forest,Outer London - East and North East,48119057,70,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,154.2,15000.0,2010-04-01 00:00:00+00:00,2010,2011-03,6105.0,,,True,2010-04-01,,True
0000000482304B,E09000031,Waltham Forest,Outer London - East and North East,48121057,76,HIGH STREET,LONDON,E17 7LD,Restaurants,234,Retail Restaurants & Cafes,Retail,197.04,16250.0,2010-04-01 00:00:00+00:00,2010,2011-03,6613.750000000001,,,True,2010-04-01,,True
00000004823055,E09000031,Waltham Forest,Outer London - East and North East,48122057,78,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,173.9,17000.0,2010-04-01 00:00:00+00:00,2010,2011-03,6919.000000000001,HAPFIELD LTD,7037.67,True,2009-12-14,473.0,True
00000004823074,E09000031,Waltham Forest,Outer London - East and North East,48124057,82,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,34.03,8600.0,2010-04-01 00:00:00+00:00,2010,2011-03,3500.2000000000003,TRAVEL 4 U LIMITED,0.0,True,2004-06-02,2494.0,True
00000004823106,E09000031,Waltham Forest,Outer London - East and North East,186481057,84,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,41.9,9900.0,2010-04-01 00:00:00+00:00,2010,2011-03,4029.3,,,True,2010-04-01,,True
0000000482311B,E09000031,Waltham Forest,Outer London - East and North East,186485057,86,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,135.33,16250.0,2010-04-01 00:00:00+00:00,2010,2011-03,6613.750000000001,,,True,2010-04-01,,True
0000000482313A,E09000031,Waltham Forest,Outer London - East and North East,48129057,88,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,99.3,15750.0,2010-04-01 00:00:00+00:00,2010,2011-03,6410.25,,,True,2010-04-01,,True
00000004823159,E09000031,Waltham Forest,Outer London - East and North East,48131057,90,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,99.6,16000.0,2010-02-11 00:00:00+00:00,2010,2011-03,6512.0,,,True,2010-02-11,,True
00000004823178,E09000031,Waltham Forest,Outer London - East and North East,48133057,92,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,99.3,15750.0,2010-04-01 00:00:00+00:00,2010,2011-03,6410.25,,,True,2010-04-01,,True
00000004823337,E09000031,Waltham Forest,Outer London - East and North East,48028057,106D,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,118.4,14250.0,2010-04-01 00:00:00+00:00,2010,2011-03,5799.75,,,True,2010-04-01,,True
00000004823341,E09000031,Waltham Forest,Outer London - East and North East,48024057,106A,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,399.43,50500.0,2010-04-01 00:00:00+00:00,2010,2011-03,20553.5,LINENS DIRECT LTD,0.0,False,1994-11-30,5966.0,True
0000000482336B,E09000031,Waltham Forest,Outer London - East and North East,48038057,110,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,60.64,17000.0,2010-04-01 00:00:00+00:00,2010,2011-03,6919.000000000001,,,True,2010-04-01,,True
00000004823375,E09000031,Waltham Forest,Outer London - East and North East,48036057,110A,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,55.52,14750.0,2010-04-01 00:00:00+00:00,2010,2011-03,6003.25,,,True,2010-04-01,,True
0000000482343B,E09000031,Waltham Forest,Outer London - East and North East,48054057,114A,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,37.7,14250.0,2010-04-01 00:00:00+00:00,2010,2011-03,5799.75,,,True,2010-04-01,,True
00000004823445,E09000031,Waltham Forest,Outer London - East and North East,48056057,114B,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,36.6,13750.0,2010-04-01 00:00:00+00:00,2010,2011-03,5596.25,,,True,2010-04-01,,True
0000000482345A,E09000031,Waltham Forest,Outer London - East and North East,48058057,114C,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,34.2,13500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5494.5,,,True,2010-04-01,,True
00000004823483,E09000031,Waltham Forest,Outer London - East and North East,48066057,120,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,107.7,20500.0,2010-03-09 00:00:00+00:00,2010,2011-03,8343.5,,,True,2010-03-09,,True
00000004823515,E09000031,Waltham Forest,Outer London - East and North East,47954057,122,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,136.55,26750.0,2010-04-01 00:00:00+00:00,2010,2011-03,10887.25,FIRST CHOICE (GB) LTD,10229.17,True,2004-04-01,2556.0,True
00000004823534,E09000031,Waltham Forest,Outer London - East and North East,47956057,124,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,70.9,20750.0,2010-04-01 00:00:00+00:00,2010,2011-03,8445.25,,,True,2010-04-01,,True
00000004823549,E09000031,Waltham Forest,Outer London - East and North East,214527057,126,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,70.04,21000.0,2010-04-01 00:00:00+00:00,2010,2011-03,8547.0,,,True,2010-04-01,,True
00000004823553,E09000031,Waltham Forest,Outer London - East and North East,186801057,128-130,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,199.21,52500.0,2010-04-01 00:00:00+00:00,2010,2011-03,21735.0,,,True,2010-04-01,,True
00000004823587,E09000031,Waltham Forest,Outer London - East and North East,47968057,132,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,102.6,25500.0,2010-04-01 00:00:00+00:00,2010,2011-03,10378.5,,,True,2010-04-01,,True
00000004823604,E09000031,Waltham Forest,Outer London - East and North East,47972057,134,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,95.4,25250.0,2010-04-01 00:00:00+00:00,2010,2011-03,10276.75,,,True,2010-04-01,,True
0000000482368B,E09000031,Waltham Forest,Outer London - East and North East,47982057,150,HIGH STREET,LONDON,E17 7JS,Betting Offices,024,Retail Financial & Professional Services,Retail,92.0,26250.0,2010-04-01 00:00:00+00:00,2010,2011-03,10683.75,LADBROKES BETTING & GAMING LTD,13870.75,True,1994-04-01,6209.0,True
00000004823695,E09000031,Waltham Forest,Outer London - East and North East,47984057,152,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,160.1,29500.0,2010-04-01 00:00:00+00:00,2010,2011-03,12006.5,,,True,2010-04-01,,True
00000004823712,E09000031,Waltham Forest,Outer London - East and North East,47988057,156,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,79.62,26250.0,2010-04-01 00:00:00+00:00,2010,2011-03,10683.75,,,True,2010-04-01,,True
00000004823727,E09000031,Waltham Forest,Outer London - East and North East,47990057,158,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,68.2,24250.0,2010-04-01 00:00:00+00:00,2010,2011-03,9869.75,,,True,2010-04-01,,True
00000004824081,E09000031,Waltham Forest,Outer London - East and North East,188565057,184-186,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,108.6,39500.0,2010-04-01 00:00:00+00:00,2010,2011-03,16076.500000000002,,,True,2010-04-01,,True
00000004824128,E09000031,Waltham Forest,Outer London - East and North East,47908057,188,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,55.8,21500.0,2010-04-01 00:00:00+00:00,2010,2011-03,8750.5,,,True,2010-04-01,,True
00000004824132,E09000031,Waltham Forest,Outer London - East and North East,47910057,190,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,99.65,26500.0,2010-04-01 00:00:00+00:00,2010,2011-03,10785.5,,,True,2010-04-01,,True
00000004824147,E09000031,Waltham Forest,Outer London - East and North East,47912057,192,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,153.8,26500.0,2010-04-01 00:00:00+00:00,2010,2011-03,10785.5,,,True,2010-04-01,,True
00000004824151,E09000031,Waltham Forest,Outer London - East and North East,47914057,196,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,79.6,22500.0,2010-04-01 00:00:00+00:00,2010,2011-03,9157.5,RAL LIMITED,7365.0,True,1997-10-06,4925.0,True
0000000482424B,E09000031,Waltham Forest,Outer London - East and North East,47922057,208,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,66.0,20000.0,2010-04-01 00:00:00+00:00,2010,2011-03,8140.000000000001,JOE JENNINGS BOOKMAKERS LTD,10924.75,True,2010-08-05,239.0,True
00000004824255,E09000031,Waltham Forest,Outer London - East and North East,47924057,210,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,113.8,21750.0,2010-04-01 00:00:00+00:00,2010,2011-03,8852.25,,,True,2010-04-01,,True
00000004824274,E09000031,Waltham Forest,Outer London - East and North East,4263368000,214 (FRONT),HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,38.61,13750.0,2010-04-01 00:00:00+00:00,2010,2011-03,5596.25,,,True,2010-04-01,,True
00000004824293,E09000031,Waltham Forest,Outer London - East and North East,47932057,216,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,69.8,21500.0,2009-12-01 00:00:00+00:00,2010,2011-03,8750.5,POWER LEISURE BOOKMAKERS LIMITED,11661.25,True,2010-10-13,170.0,True
000000048242A1,E09000031,Waltham Forest,Outer London - East and North East,3462237000,POST OFFICE AT CENTRAL LIBRARY 206,HIGH STREET,LONDON,E17 7JH,Offices (Inc Computer Centres),203,Office General,Office,222.63,25500.0,2010-04-01 00:00:00+00:00,2010,2011-03,10378.5,,,True,2010-04-01,,True
0000000482431B,E09000031,Waltham Forest,Outer London - East and North East,47934057,218,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,61.7,19750.0,2010-04-01 00:00:00+00:00,2010,2011-03,8038.250000000001,,,True,2010-04-01,,True
00000004824325,E09000031,Waltham Forest,Outer London - East and North East,186852057,220-222,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,216.0,46000.0,2010-04-01 00:00:00+00:00,2010,2011-03,18722.0,,,True,2010-04-01,,True
0000000482433A,E09000031,Waltham Forest,Outer London - East and North East,47938057,224,HIGH STREET,LONDON,E17 7JH,Restaurants,234,Retail Restaurants & Cafes,Retail,76.45,18000.0,2010-04-01 00:00:00+00:00,2010,2011-03,7326.000000000001,,,True,2010-04-01,,True
00000004824344,E09000031,Waltham Forest,Outer London - East and North East,47940057,226,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,66.72,16250.0,2010-04-01 00:00:00+00:00,2010,2011-03,6613.750000000001,,,True,2010-04-01,,True
00000004824359,E09000031,Waltham Forest,Outer London - East and North East,47942057,228,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,86.3,18750.0,2010-04-01 00:00:00+00:00,2010,2011-03,7631.250000000001,,,True,2010-04-01,,True
00000004824363,E09000031,Waltham Forest,Outer London - East and North East,47944057,230,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,46.7,16000.0,2010-04-01 00:00:00+00:00,2010,2011-03,6512.0,,,True,2010-04-01,,True
00000004824382,E09000031,Waltham Forest,Outer London - East and North East,47946057,232,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,61.4,20750.0,2010-04-01 00:00:00+00:00,2010,2011-03,8445.25,,,True,2010-04-01,,True
00000004824397,E09000031,Waltham Forest,Outer London - East and North East,47950057,234,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,48.8,16250.0,2010-04-01 00:00:00+00:00,2010,2011-03,6613.750000000001,HARVEY & THOMPSON LTD,5973.83,True,2002-08-14,3152.0,True
00000004824503,E09000031,Waltham Forest,Outer London - East and North East,186431057,259,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,666.77,85000.0,2010-04-01 00:00:00+00:00,2010,2011-03,35190.0,,,True,2010-04-01,,True
00000004824556,E09000031,Waltham Forest,Outer London - East and North East,186426057,249,HIGH STREET,LONDON,E17 7BH,Shops,249,Retail High Street,Retail,197.62,36250.0,2010-04-01 00:00:00+00:00,2010,2011-03,14753.750000000002,RYMAN LIMITED,18658.0,True,1995-03-18,5858.0,True
0000000482458A,E09000031,Waltham Forest,Outer London - East and North East,188566057,194,HIGH STREET,LONDON,E17 7JH,Shops,249,Retail High Street,Retail,55.3,21250.0,2010-04-01 00:00:00+00:00,2010,2011-03,8648.75,,,True,2010-04-01,,True
00000004824645,E09000031,Waltham Forest,Outer London - East and North East,186605057,10,HIGH STREET,LONDON,E17 7BU,Shops,249,Retail High Street,Retail,38.2,16000.0,2010-04-01 00:00:00+00:00,2010,2011-03,6512.0,,,True,2010-04-01,,True
00000004824734,E09000031,Waltham Forest,Outer London - East and North East,48039057,115,HIGH STREET,LONDON,E17 7DB,Large Shops (Over 1850m^2),155,Retail Other Superstores/ Retail Warehouses,Retail,2728.0,170000.0,2010-04-01 00:00:00+00:00,2010,2011-03,70380.0,WILKO RETAIL LTD,106896.0,True,2009-07-20,620.0,True
00000004824749,E09000031,Waltham Forest,Outer London - East and North East,48037057,115A,HIGH STREET,LONDON,E17 7DB,Shops,249,Retail High Street,Retail,260.9,25750.0,2010-04-01 00:00:00+00:00,2010,2011-03,10480.25,AFRO TRADERS (UK) LIMITED,13257.0,True,2008-04-01,1095.0,True
00000004824895,E09000031,Waltham Forest,Outer London - East and North East,188651057,33-35,HIGH STREET,LONDON,E17 7AD,Shops,249,Retail High Street,Retail,276.71,31500.0,2010-04-01 00:00:00+00:00,2010,2011-03,12820.5,,,True,2010-04-01,,True
00000004824984,E09000031,Waltham Forest,Outer London - East and North East,48015057,183A,HIGH STREET,LONDON,E17 7BX,Shops,249,Retail High Street,Retail,191.69,10000.0,2010-04-01 00:00:00+00:00,2010,2011-03,4070.0000000000005,LYTTON GENERAL WHOLESALE LTD,0.0,True,1994-04-01,6209.0,True
00000004825027,E09000031,Waltham Forest,Outer London - East and North East,186356057,103,HIGH STREET,LONDON,E17 7DB,Shops,249,Retail High Street,Retail,78.08,14500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5901.5,,,True,2010-04-01,,True
00000004825065,E09000031,Waltham Forest,Outer London - East and North East,48106057,46,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,698.23,62500.0,2010-04-01 00:00:00+00:00,2010,2011-03,25875.0,FARMFOODS LTD,47684.0,True,2003-03-15,2939.0,True
0000000482507A,E09000031,Waltham Forest,Outer London - East and North East,48107057,48,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,201.0,19750.0,2010-04-01 00:00:00+00:00,2010,2011-03,8038.250000000001,,,True,2010-04-01,,True
00000004825101,E09000031,Waltham Forest,Outer London - East and North East,186341057,25,HIGH STREET,LONDON,E17 7AD,Shops,249,Retail High Street,Retail,76.2,9000.0,2010-04-01 00:00:00+00:00,2010,2011-03,3663.0000000000005,,,True,2010-04-01,,True
00000004825135,E09000031,Waltham Forest,Outer London - East and North East,48026057,106C,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,120.3,18750.0,2010-04-01 00:00:00+00:00,2010,2011-03,7631.250000000001,,,True,2010-04-01,,True
00000004825154,E09000031,Waltham Forest,Outer London - East and North East,48042057,112B,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,174.5,47750.0,2010-04-01 00:00:00+00:00,2010,2011-03,19434.25,CK MORGAN LTD,24795.5,True,2010-03-01,396.0,True
00000004825169,E09000031,Waltham Forest,Outer London - East and North East,48050057,112F,HIGH STREET,LONDON,E17 7JY,Clubs & Institutions,061,Other Commercial,,454.9,20250.0,2010-04-01 00:00:00+00:00,2010,2011-03,8241.75,,,True,2010-04-01,,True
0000000482521A,E09000031,Waltham Forest,Outer London - East and North East,47986057,154,HIGH STREET,LONDON,E17 7JS,Restaurants,234,Retail Restaurants & Cafes,Retail,103.3,26750.0,2010-04-01 00:00:00+00:00,2010,2011-03,10887.25,,,True,2010-04-01,,True
00000004825224,E09000031,Waltham Forest,Outer London - East and North East,189502057,CAR PARK 1-5,HIGH STREET,LONDON,E17 7LD,Car Parks (Surfaced Open),040,Warehousing  Large Scale and High Bay,Industrial,46.0,10750.0,2010-04-01 00:00:00+00:00,2010,2011-03,4375.25,,,True,2010-04-01,,True
00000004825243,E09000031,Waltham Forest,Outer London - East and North East,48040057,112A,HIGH STREET,LONDON,E17 7JY,Shops,249,Retail High Street,Retail,41.75,16000.0,2010-04-01 00:00:00+00:00,2010,2011-03,6512.0,,,True,2010-04-01,,True
00000004825258,E09000031,Waltham Forest,Outer London - East and North East,186362057,1ST + 2ND FLOORS 157,HIGH STREET,LONDON,E17 7BX,Offices (Inc Computer Centres),203,Office General,Office,111.66,12750.0,2009-12-11 00:00:00+00:00,2010,2011-03,5189.25,,,True,2009-12-11,,True
00000004825309,E09000031,Waltham Forest,Outer London - East and North East,48113057,6,HIGH STREET,LONDON,E17 7LD,Shops,249,Retail High Street,Retail,233.3,27250.0,2010-04-01 00:00:00+00:00,2010,2011-03,11090.75,,,True,2010-04-01,,True
00000004825313,E09000031,Waltham Forest,Outer London - East and North East,186781057,102-104,HIGH STREET,LONDON,E17 7JY,Large Food Stores (750 - 2500m^2),152,Retail Other Superstores/ Retail Warehouses,Retail,789.9,71000.0,2010-04-01 00:00:00+00:00,2010,2011-03,29394.0,ICELAND FOODS LTD,37466.0,True,1994-04-01,6209.0,True
00000004825328,E09000031,Waltham Forest,Outer London - East and North East,48033057,105,HIGH STREET,LONDON,E17 7DB,Shops,249,Retail High Street,Retail,104.2,15250.0,2010-04-01 00:00:00+00:00,2010,2011-03,6206.75,,,True,2010-04-01,,True
00000004825351,E09000031,Waltham Forest,Outer London - East and North East,234393057,6A,HIGH STREET,LONDON,E17 7LD,Cafes,409,Retail Restaurants & Cafes,Retail,35.74,6500.0,2010-04-01 00:00:00+00:00,2010,2011-03,2645.5,,,True,2010-04-01,,True
00000004825455,E09000031,Waltham Forest,Outer London - East and North East,189526057,176-178,HIGH STREET,LONDON,E17 7JS,Shops,249,Retail High Street,Retail,330.5,67500.0,2010-04-01 00:00:00+00:00,2010,2011-03,27945.0,HALIFAX PLC,32256.0,True,1994-04-01,6209.0,True
00000004825474,E09000031,Waltham Forest,Outer London - East and North East,188652057,37,HIGH STREET,LONDON,E17 7AD,Shops,249,Retail High Street,Retail,110.0,14500.0,2010-04-01 00:00:00+00:00,2010,2011-03,5901.5,,,True,2010-04-01,,True
